RetainedRef	DuplicateRef
gene=PRM8	unassigned_transcript_2215
gene=ATG27	unassigned_transcript_3181
gene=MFB1	unassigned_transcript_1202
gene=RTR2	unassigned_transcript_1039
gene=LCD1	unassigned_transcript_1490
gene=CNM67	unassigned_transcript_5077
gene=GSM1	unassigned_transcript_3259
gene=VPS52	unassigned_transcript_1476
gene=SPT15	unassigned_transcript_1802
gene=MIC26	unassigned_transcript_2538
gene=SPA2	unassigned_transcript_3921
gene=NDE1	unassigned_transcript_4769
gene=HIS5	unassigned_transcript_2968
gene=SEC8	unassigned_transcript_6319
gene=SLM3	unassigned_transcript_931
gene=FLC2	unassigned_transcript_18
gene=YGL039W	unassigned_transcript_2230
gene=RDN5-2	unassigned_transcript_4120
gene=RDN5-2	gene=RDN5-3
gene=RDN5-2	unassigned_transcript_4124
gene=RDN5-2	gene=RDN5-4
gene=RDN5-2	unassigned_transcript_4132
gene=RDN5-2	gene=RDN5-5
gene=RDN5-2	unassigned_transcript_4136
gene=SNA4	unassigned_transcript_847
gene=YNCG0043C	unassigned_transcript_2520
gene=YNCG0043C	gene=YNCJ0017C
gene=YNCG0043C	unassigned_transcript_3348
gene=YNCG0043C	gene=YNCM0007C
gene=YNCG0043C	unassigned_transcript_4549
gene=YNCG0043C	gene=YNCO0004C
gene=YNCG0043C	unassigned_transcript_5507
gene=YNCG0043C	gene=SUF17
gene=YNCG0043C	unassigned_transcript_5543
gene=YLR460C	unassigned_transcript_4448
gene=TRK1	unassigned_transcript_3230
gene=MTC2	unassigned_transcript_3662
gene=GSP1	unassigned_transcript_4272
gene=WRS1	unassigned_transcript_5464
gene=YHR214C-D	unassigned_transcript_2900
gene=SKY1	unassigned_transcript_4848
gene=IRC24	unassigned_transcript_3134
gene=PDR11	unassigned_transcript_3077
gene=THI21	unassigned_transcript_5998
gene=EGD1	unassigned_transcript_6227
gene=YMR253C	unassigned_transcript_4890
gene=RPC19	unassigned_transcript_5186
gene=PEP1	unassigned_transcript_199
gene=STE6	unassigned_transcript_3554
gene=GUA1	unassigned_transcript_4849
gene=SUI2	unassigned_transcript_3377
gene=SIP1	unassigned_transcript_1419
gene=YER010C	unassigned_transcript_1635
gene=UTP9	unassigned_transcript_2875
gene=ENA2	unassigned_transcript_1011
gene=CPR8	unassigned_transcript_5334
gene=MUK1	unassigned_transcript_6190
gene=YDL204W-A	unassigned_transcript_769
gene=GIP2	unassigned_transcript_1689
gene=PAR32	unassigned_transcript_799
gene=YMR122C	unassigned_transcript_4745
gene=STE24	unassigned_transcript_3492
gene=ARG82	unassigned_transcript_1150
gene=POX1	unassigned_transcript_2059
gene=STE23	unassigned_transcript_4375
gene=SNT1	unassigned_transcript_655
gene=ALG1	unassigned_transcript_343
gene=YPR204W	unassigned_transcript_6478
gene=TPS2	unassigned_transcript_1047
gene=SNF8	unassigned_transcript_6260
gene=DAN4	unassigned_transcript_3528
gene=GCV2	unassigned_transcript_4818
gene=TLD1	unassigned_transcript_1262
gene=DAD1	unassigned_transcript_979
gene=YJL163C	unassigned_transcript_3194
gene=STU1	unassigned_transcript_181
gene=COX12	unassigned_transcript_3984
gene=YAL037W	unassigned_transcript_33
gene=IES3	unassigned_transcript_3997
gene=MUM2	unassigned_transcript_287
gene=YPL108W	unassigned_transcript_6153
gene=DNA2	unassigned_transcript_2840
gene=VID24	unassigned_transcript_338
gene=GCV1	unassigned_transcript_982
gene=TOM5	unassigned_transcript_6396
gene=GPT2	unassigned_transcript_3836
gene=GET4	unassigned_transcript_5737
gene=SNO4	unassigned_transcript_4964
gene=CLP1	unassigned_transcript_5824
gene=EMC6	unassigned_transcript_3928
gene=MET14	unassigned_transcript_3768
gene=CMP2	unassigned_transcript_4534
gene=REC8	unassigned_transcript_6269
gene=CLN2	unassigned_transcript_6004
gene=RCR2	unassigned_transcript_966
gene=AIM45	unassigned_transcript_6266
gene=SIR1	unassigned_transcript_3872
gene=VPS4	unassigned_transcript_6449
gene=YMR175W-A	unassigned_transcript_4802
gene=SWI3	unassigned_transcript_3183
gene=VPS5	unassigned_transcript_5639
gene=MST1	unassigned_transcript_3568
gene=YNCG0034W	unassigned_transcript_2430
gene=YNCG0034W	gene=YNCM0018C
gene=YNCG0034W	unassigned_transcript_4632
gene=YNCG0034W	gene=YNCM0035C
gene=YNCG0034W	unassigned_transcript_4884
gene=AEP1	unassigned_transcript_4679
gene=RPS25B	unassigned_transcript_4317
gene=LYS1	unassigned_transcript_3132
gene=UBP15	unassigned_transcript_4944
gene=RAD18	unassigned_transcript_684
gene=PTP3	unassigned_transcript_1714
gene=YNCE0010W	unassigned_transcript_1614
gene=YNCE0010W	gene=YNCG0032W
gene=YNCE0010W	unassigned_transcript_2410
gene=MNN11	unassigned_transcript_3177
gene=POP3	unassigned_transcript_5024
gene=CAB5	unassigned_transcript_1174
gene=RAD52	unassigned_transcript_4565
gene=PIS1	unassigned_transcript_6376
gene=SPC19	unassigned_transcript_1178
gene=MFA1	unassigned_transcript_1453
gene=ITC1	unassigned_transcript_2133
gene=HFA1	unassigned_transcript_4839
gene=YBR287W	unassigned_transcript_523
gene=SMX2	unassigned_transcript_1906
gene=RNH201	unassigned_transcript_5226
gene=ABZ2	unassigned_transcript_4929
gene=RMD5	unassigned_transcript_1236
gene=PRM5	unassigned_transcript_2967
gene=ADF1	unassigned_transcript_552
gene=CHZ1	unassigned_transcript_1659
gene=SSA4	unassigned_transcript_1747
gene=RKM1	unassigned_transcript_6052
gene=RUP1	unassigned_transcript_5708
gene=PIN3	unassigned_transcript_6420
gene=CTR3	unassigned_transcript_4399
gene=YCR085W	unassigned_transcript_701
gene=POM152	unassigned_transcript_4753
gene=ANB1	unassigned_transcript_3417
gene=RTG3	unassigned_transcript_111
gene=UBX5	unassigned_transcript_1322
gene=RSA1	unassigned_transcript_6066
gene=IDP3	unassigned_transcript_5298
gene=AGE1	unassigned_transcript_1514
gene=YNR077C	unassigned_transcript_5388
gene=NTR2	unassigned_transcript_3790
gene=JJJ2	unassigned_transcript_3195
gene=NOP10	unassigned_transcript_2740
gene=MAS1	unassigned_transcript_4143
gene=YMR007W	unassigned_transcript_4606
gene=YOR376W	unassigned_transcript_5951
gene=PET117	unassigned_transcript_1694
gene=PTH2	unassigned_transcript_158
gene=MAM3	unassigned_transcript_5501
gene=MEO1	unassigned_transcript_358
gene=GPN2	unassigned_transcript_5836
gene=NNF1	unassigned_transcript_3487
gene=YNCP0023W	unassigned_transcript_6434
gene=SNP1	unassigned_transcript_3027
gene=PUS4	unassigned_transcript_5008
gene=UGA4	unassigned_transcript_763
gene=YOR072W	unassigned_transcript_5643
gene=VPS16	unassigned_transcript_6219
gene=INN1	unassigned_transcript_5146
gene=TDH3	unassigned_transcript_2493
gene=PUT1	unassigned_transcript_4085
gene=RQT4	unassigned_transcript_3791
gene=MRP7	unassigned_transcript_5302
gene=SLA1	unassigned_transcript_211
gene=TRP5	unassigned_transcript_2244
gene=YNL092W	unassigned_transcript_5207
gene=BOP2	unassigned_transcript_4247
gene=FPR1	unassigned_transcript_5164
gene=YML096W	unassigned_transcript_4494
gene=UME1	unassigned_transcript_6122
gene=VPS25	unassigned_transcript_3476
gene=SIP18	unassigned_transcript_4801
gene=TIR4	unassigned_transcript_5578
gene=ATP1	unassigned_transcript_119
gene=STB3	unassigned_transcript_1143
gene=MYG1	unassigned_transcript_1811
gene=OAF1	unassigned_transcript_19
gene=YBR221W-A	unassigned_transcript_457
gene=NRS1	unassigned_transcript_3998
gene=BUD31	unassigned_transcript_682
gene=PTK2	unassigned_transcript_3433
gene=SPE1	unassigned_transcript_3579
gene=YOR032W-A	unassigned_transcript_5603
gene=RSM18	unassigned_transcript_1684
gene=DBP6	unassigned_transcript_5346
gene=YOL014W	unassigned_transcript_5553
gene=MSB2	unassigned_transcript_2283
gene=SUP16	unassigned_transcript_6335
gene=ASR1	unassigned_transcript_6355
gene=SRP101	unassigned_transcript_1278
gene=YNCC0009C	unassigned_transcript_633
gene=YNCC0009C	gene=YNCE0022C
gene=YNCC0009C	unassigned_transcript_1780
gene=YNCC0009C	gene=YNCG0041W
gene=YNCC0009C	unassigned_transcript_2489
gene=YNCC0009C	gene=YNCK0007W
gene=YNCC0009C	unassigned_transcript_3633
gene=YNCC0009C	gene=YNCP0010W
gene=YNCC0009C	unassigned_transcript_6274
gene=YUR1	unassigned_transcript_3219
gene=PMT5	unassigned_transcript_874
gene=RRN10	unassigned_transcript_191
gene=ESS1	unassigned_transcript_3388
gene=CWH43	unassigned_transcript_630
gene=SUF1	unassigned_transcript_5448
gene=CRS1	unassigned_transcript_5058
gene=PUL3	unassigned_transcript_5372
gene=TSC13	unassigned_transcript_947
gene=RPN10	unassigned_transcript_2880
gene=SBP1	unassigned_transcript_2612
gene=YLR030W	unassigned_transcript_3974
gene=MEC3	unassigned_transcript_4267
gene=ABZ1	unassigned_transcript_5340
gene=UBP16	unassigned_transcript_6188
gene=YER034W	unassigned_transcript_1663
gene=ACS1	unassigned_transcript_17
gene=SNR4	unassigned_transcript_1775
gene=RRP8	unassigned_transcript_1057
gene=EFG1	unassigned_transcript_2573
gene=CUE2	unassigned_transcript_3672
gene=BNA5	unassigned_transcript_4209
gene=MLG1	unassigned_transcript_981
gene=MAL33	unassigned_transcript_534
gene=SAY1	unassigned_transcript_2566
gene=SNR14	unassigned_transcript_1632
gene=OAF3	unassigned_transcript_3833
gene=ARO10	unassigned_transcript_1378
gene=FSH3	unassigned_transcript_5855
gene=ZPS1	unassigned_transcript_5404
gene=YNCJ0029W	gene=YNCL0037W
gene=RTK1	unassigned_transcript_937
gene=HLR1	unassigned_transcript_1521
gene=GIN4	unassigned_transcript_1499
gene=RRP42	unassigned_transcript_858
gene=SSP1	unassigned_transcript_2862
gene=EGT2	unassigned_transcript_4977
gene=ATC1	unassigned_transcript_1163
gene=YER145C-A	unassigned_transcript_1799
gene=YGR035W-A	unassigned_transcript_2313
gene=SIP2	unassigned_transcript_2056
gene=PCK1	unassigned_transcript_3868
gene=KEL2	unassigned_transcript_2541
gene=MNR2	unassigned_transcript_3701
gene=YNCP0022W	unassigned_transcript_6431
gene=STB2	unassigned_transcript_4669
gene=PIF1	unassigned_transcript_4529
gene=SPO13	unassigned_transcript_2669
gene=ADY4	unassigned_transcript_4201
gene=ATG16	unassigned_transcript_4784
gene=YOL038C-A	unassigned_transcript_5525
gene=DSD1	unassigned_transcript_2070
gene=TDA1	unassigned_transcript_4931
gene=SEF1	unassigned_transcript_150
gene=YFL015C	unassigned_transcript_1909
gene=TRP1	unassigned_transcript_971
gene=SSZ1	unassigned_transcript_2730
gene=THI6	unassigned_transcript_6046
gene=GLO3	unassigned_transcript_1765
gene=SNR64	unassigned_transcript_3552
gene=PHO81	unassigned_transcript_2536
gene=SNR17B	unassigned_transcript_6118
gene=CPR3	unassigned_transcript_4511
gene=SPG3	unassigned_transcript_1495
gene=AIM39	unassigned_transcript_5510
gene=YIL108W	unassigned_transcript_2976
gene=PHO5	unassigned_transcript_328
gene=YFL066C	unassigned_transcript_1857
gene=YIL055C	unassigned_transcript_3033
gene=PAU7	unassigned_transcript_84
gene=MSD1	unassigned_transcript_6157
gene=YNCD0008W	unassigned_transcript_1003
gene=YNCD0008W	gene=SUP51
gene=YNCD0008W	unassigned_transcript_3364
gene=ATE1	unassigned_transcript_2252
gene=YNCD0005C	unassigned_transcript_954
gene=MRS4	unassigned_transcript_3820
gene=YER135C	unassigned_transcript_1782
gene=QCR8	unassigned_transcript_3191
gene=TRA1	unassigned_transcript_2768
gene=PNO1	unassigned_transcript_5718
gene=MNN9	unassigned_transcript_6214
gene=MRP20	unassigned_transcript_1403
gene=SCW11	unassigned_transcript_2242
gene=FIT1	unassigned_transcript_1527
gene=DSN1	unassigned_transcript_3104
gene=CAB3	unassigned_transcript_3674
gene=YOL057W	unassigned_transcript_5504
gene=YPL277C	unassigned_transcript_5978
gene=SKI2	unassigned_transcript_4384
gene=TOF2	unassigned_transcript_3779
gene=RRT6	unassigned_transcript_2120
gene=SCO2	unassigned_transcript_249
gene=SBH2	unassigned_transcript_1647
gene=YAP7	unassigned_transcript_5535
gene=ADD66	unassigned_transcript_3558
gene=SSU72	unassigned_transcript_5080
gene=SNT2	unassigned_transcript_2134
gene=GCN4	unassigned_transcript_1615
gene=SSY5	unassigned_transcript_3202
gene=YLR256W-A	unassigned_transcript_4233
gene=SPC24	unassigned_transcript_4739
gene=RSM26	unassigned_transcript_3475
gene=PEX29	unassigned_transcript_1471
gene=YBL071C-B	unassigned_transcript_144
gene=YKL097C	unassigned_transcript_3663
gene=DHH1	unassigned_transcript_810
gene=HOS4	unassigned_transcript_2972
gene=YAL063C-A	unassigned_transcript_8
gene=PAF1	unassigned_transcript_515
gene=FRK1	unassigned_transcript_6120
gene=YGL185C	unassigned_transcript_2083
gene=SPT20	unassigned_transcript_5409
gene=ISW2	unassigned_transcript_5880
gene=ATO2	unassigned_transcript_5310
gene=CUL3	unassigned_transcript_2273
gene=SNR58	unassigned_transcript_5462
gene=TIP1	unassigned_transcript_297
gene=WSC3	unassigned_transcript_5452
gene=MBA1	unassigned_transcript_416
gene=SUF2	unassigned_transcript_617
gene=YJL213W	unassigned_transcript_3150
gene=FAP1	unassigned_transcript_5285
gene=CEM1	unassigned_transcript_1698
gene=YDL211C	unassigned_transcript_761
gene=YPK2	unassigned_transcript_4722
gene=GLN4	unassigned_transcript_5741
gene=RET3	unassigned_transcript_6252
gene=ARA1	unassigned_transcript_380
gene=RPN13	unassigned_transcript_4410
gene=TPO1	unassigned_transcript_3913
gene=IQG1	unassigned_transcript_6019
gene=GCV3	unassigned_transcript_25
gene=SPC1	unassigned_transcript_3381
gene=HSU1	unassigned_transcript_3886
gene=BSC1	unassigned_transcript_928
gene=HRK1	unassigned_transcript_5840
gene=YPI1	unassigned_transcript_1931
gene=SLO1	unassigned_transcript_1841
gene=MPC1	unassigned_transcript_2188
gene=ZRG17	unassigned_transcript_5347
gene=BDF2	unassigned_transcript_898
gene=MIM1	unassigned_transcript_5537
gene=POP7	unassigned_transcript_399
gene=XRS2	unassigned_transcript_1365
gene=GGA2	unassigned_transcript_2777
gene=LYS4	unassigned_transcript_1215
gene=PHO86	unassigned_transcript_3241
gene=CDC6	unassigned_transcript_3167
gene=YJR124C	unassigned_transcript_3499
gene=RTS2	unassigned_transcript_5650
gene=GGC1	unassigned_transcript_776
gene=RTC2	unassigned_transcript_378
gene=SKI6	unassigned_transcript_2496
gene=WTM2	unassigned_transcript_5803
gene=SRM1	unassigned_transcript_2169
gene=DAD2	unassigned_transcript_3853
gene=RRP1	unassigned_transcript_1061
gene=YDR109C	unassigned_transcript_1087
gene=FMS1	unassigned_transcript_4628
gene=TOM71	unassigned_transcript_2786
gene=SLX9	unassigned_transcript_2360
gene=TFB2	unassigned_transcript_6138
gene=CCL1	unassigned_transcript_6290
gene=LSM5	unassigned_transcript_1800
gene=AVT1	unassigned_transcript_3370
gene=PEX17	unassigned_transcript_5089
gene=INM1	unassigned_transcript_2707
gene=SUP53	gene=SUP54
gene=SUP53	gene=YNCM0027W
gene=SUP53	gene=YNCN0007W
gene=FUR4	unassigned_transcript_246
gene=BIR1	unassigned_transcript_3460
gene=LRS4	unassigned_transcript_1433
gene=NOP2	unassigned_transcript_5238
gene=COX10	unassigned_transcript_6088
gene=SES1	unassigned_transcript_987
gene=DEG1	unassigned_transcript_1928
gene=SUT126	unassigned_transcript_2370
gene=CWC23	unassigned_transcript_2137
gene=PCI8	unassigned_transcript_3017
gene=MIN4	unassigned_transcript_4590
gene=MEP1	unassigned_transcript_2407
gene=CBK1	unassigned_transcript_5136
gene=CLF1	unassigned_transcript_4063
gene=TIR1	unassigned_transcript_1636
gene=DAL4	unassigned_transcript_3126
gene=ARK1	unassigned_transcript_5288
gene=YKL070W	unassigned_transcript_3692
gene=SAS5	unassigned_transcript_5788
gene=SSP120	unassigned_transcript_4227
gene=FAA4	unassigned_transcript_4881
gene=SPT2	unassigned_transcript_1820
gene=YLR255C	unassigned_transcript_4231
gene=DIS3	unassigned_transcript_5544
gene=GCN5	unassigned_transcript_2555
gene=NPY1	unassigned_transcript_2200
gene=HES1	unassigned_transcript_5812
gene=BUD27	unassigned_transcript_1899
gene=NOP16	unassigned_transcript_1625
gene=PTC2	unassigned_transcript_1732
gene=AIM44	unassigned_transcript_6102
gene=LSB6	unassigned_transcript_3263
gene=DCG1	unassigned_transcript_3128
gene=YBR298C-A	unassigned_transcript_536
gene=HXT17	unassigned_transcript_5382
gene=KRE1	unassigned_transcript_4981
gene=YNL040W	unassigned_transcript_5263
gene=SPO7	unassigned_transcript_63
gene=ATM1	unassigned_transcript_4941
gene=ACB1	unassigned_transcript_2315
gene=ADK1	unassigned_transcript_1208
gene=VTC1	unassigned_transcript_1710
gene=RPB11	unassigned_transcript_5563
gene=MID1	unassigned_transcript_5009
gene=PRP19	unassigned_transcript_3905
gene=SDS23	unassigned_transcript_2211
gene=YMR001C-A	unassigned_transcript_4600
gene=SPC3	unassigned_transcript_4010
gene=FAD1	unassigned_transcript_922
gene=TDA10	unassigned_transcript_2507
gene=MRP8	unassigned_transcript_3619
gene=MTH1	unassigned_transcript_1264
gene=YML131W	unassigned_transcript_4456
gene=RAD1	unassigned_transcript_6240
gene=YML018C	unassigned_transcript_4579
gene=PBI2	unassigned_transcript_5293
gene=PKC1	unassigned_transcript_109
gene=ARC35	unassigned_transcript_5343
gene=LAG1	unassigned_transcript_2649
unassigned_transcript_4107	unassigned_transcript_4117
gene=TIM50	unassigned_transcript_6197
gene=YGL108C	unassigned_transcript_2157
gene=HOR7	unassigned_transcript_4888
gene=AIM21	unassigned_transcript_3096
gene=ARP5	unassigned_transcript_5239
gene=AME1	unassigned_transcript_446
unassigned_transcript_2794	unassigned_transcript_6293
gene=GYP8	unassigned_transcript_1895
gene=PBP1	unassigned_transcript_2478
gene=RPR2	unassigned_transcript_3109
gene=OST1	unassigned_transcript_3368
gene=SKS1	unassigned_transcript_6237
gene=RTT106	unassigned_transcript_5097
gene=MET12	unassigned_transcript_6239
gene=LHS1	unassigned_transcript_3688
gene=MOD5	unassigned_transcript_5848
gene=VPS8	unassigned_transcript_70
gene=BLS1	unassigned_transcript_4393
gene=GVP36	unassigned_transcript_3048
gene=SPT7	unassigned_transcript_312
gene=CTK2	unassigned_transcript_3363
gene=YMR106W-A	unassigned_transcript_4727
gene=PUF6	unassigned_transcript_1487
gene=SEC20	unassigned_transcript_1489
gene=PEX2	unassigned_transcript_3152
gene=UBX2	unassigned_transcript_4584
gene=IRC3	unassigned_transcript_1324
gene=YLR345W	unassigned_transcript_4329
gene=YGL041C-B	unassigned_transcript_2226
gene=MIT1	unassigned_transcript_1617
gene=HSF1	unassigned_transcript_2196
gene=FPY1	unassigned_transcript_4805
gene=SNR9	unassigned_transcript_5613
gene=NCS6	unassigned_transcript_2053
gene=YGR126W	unassigned_transcript_2415
gene=FMP16	unassigned_transcript_1043
gene=CCM1	unassigned_transcript_2440
gene=YJL077W-B	unassigned_transcript_3285
gene=IRC6	unassigned_transcript_1986
gene=TFA1	unassigned_transcript_3737
gene=SQS1	unassigned_transcript_5078
gene=ARG80	unassigned_transcript_4653
gene=MGP12	unassigned_transcript_1273
gene=UBX4	unassigned_transcript_4682
gene=BEM4	unassigned_transcript_6099
gene=FRE2	unassigned_transcript_3542
gene=GPA1	unassigned_transcript_2657
gene=TIP20	unassigned_transcript_2121
gene=THI72	unassigned_transcript_5765
gene=LRG1	unassigned_transcript_734
gene=LIH1	unassigned_transcript_3481
gene=RRG1	unassigned_transcript_1038
gene=MTE1	unassigned_transcript_2324
gene=RPP1	unassigned_transcript_2728
gene=SNX41	unassigned_transcript_1422
gene=RPT2	unassigned_transcript_957
gene=MPC3	unassigned_transcript_2546
gene=MIM2	unassigned_transcript_4043
gene=HMLALPHA1	unassigned_transcript_546
gene=HMLALPHA1	unassigned_transcript_662
gene=WHI2	unassigned_transcript_5616
gene=PPT1	unassigned_transcript_2411
gene=LPX1	unassigned_transcript_5656
gene=YKR041W	unassigned_transcript_3810
gene=YNCO0005W	unassigned_transcript_5508
gene=STE12	unassigned_transcript_2753
gene=RRI2	unassigned_transcript_5439
gene=FAA1	unassigned_transcript_5894
gene=DET1	unassigned_transcript_1023
gene=ELG1	unassigned_transcript_5717
gene=MCO10	unassigned_transcript_5591
gene=EXO1	unassigned_transcript_5604
gene=LPL1	unassigned_transcript_5630
gene=HSP42	unassigned_transcript_1148
gene=ASF1	unassigned_transcript_3243
gene=YRA2	unassigned_transcript_3548
gene=ESF1	unassigned_transcript_1358
gene=FPS1	unassigned_transcript_3899
gene=VPS33	unassigned_transcript_4382
gene=PIK1	unassigned_transcript_5039
gene=PET18	unassigned_transcript_635
gene=YPQ2	unassigned_transcript_1345
gene=RBH2	unassigned_transcript_3400
gene=FLX1	unassigned_transcript_2950
gene=MRPL23	unassigned_transcript_5722
gene=VAC7	unassigned_transcript_5247
gene=DCW1	unassigned_transcript_3719
gene=CSI1	unassigned_transcript_4634
gene=CBS1	unassigned_transcript_899
gene=ERG29	unassigned_transcript_4758
gene=HMLALPHA2	unassigned_transcript_545
gene=HMLALPHA2	unassigned_transcript_661
gene=UPA1	unassigned_transcript_2584
gene=ERS1	unassigned_transcript_692
gene=NUM1	unassigned_transcript_1125
gene=APL3	unassigned_transcript_178
gene=ORC3	unassigned_transcript_3939
gene=ATG29	unassigned_transcript_6094
gene=VMA6	unassigned_transcript_4435
gene=SIR3	unassigned_transcript_4431
gene=CDC23	unassigned_transcript_2842
gene=NOP1	unassigned_transcript_948
gene=SRB5	unassigned_transcript_2386
gene=EFM4	unassigned_transcript_3024
gene=MMR1	unassigned_transcript_4167
gene=LDB18	unassigned_transcript_3895
gene=CPR2	unassigned_transcript_2723
gene=YDR114C	unassigned_transcript_1091
gene=SNT309	unassigned_transcript_6363
gene=MLP2	unassigned_transcript_2934
gene=INH1	unassigned_transcript_791
gene=PAN2	unassigned_transcript_2173
gene=SEC62	unassigned_transcript_6167
gene=ATG39	unassigned_transcript_4292
gene=CIN10	unassigned_transcript_1386
gene=FSF1	unassigned_transcript_5844
gene=CDC13	unassigned_transcript_752
gene=OXR1	unassigned_transcript_6063
gene=YPR064W	unassigned_transcript_6327
gene=LSP1	unassigned_transcript_6258
gene=YPT31	unassigned_transcript_1660
gene=SHE2	unassigned_transcript_3630
gene=GTA1	unassigned_transcript_1573
gene=TKL2	unassigned_transcript_349
gene=PAN1	unassigned_transcript_3099
gene=RIM4	unassigned_transcript_2622
gene=PAM18	unassigned_transcript_3950
gene=SED5	unassigned_transcript_3969
gene=ILV2	unassigned_transcript_4729
gene=AFT1	unassigned_transcript_2197
gene=CHC1	unassigned_transcript_2058
gene=YFL041W-A	unassigned_transcript_1879
gene=RPL10	unassigned_transcript_4019
gene=RRB1	unassigned_transcript_4755
unassigned_transcript_1304	unassigned_transcript_5167
gene=YNCM0025C	unassigned_transcript_4726
gene=YDR215C	unassigned_transcript_1198
gene=PRP18	unassigned_transcript_2276
gene=NOP53	unassigned_transcript_6115
gene=SYO1	unassigned_transcript_904
gene=RNH202	unassigned_transcript_1266
gene=DMO2	unassigned_transcript_813
gene=HHF2	unassigned_transcript_5276
gene=PSK2	unassigned_transcript_5518
gene=AGX1	unassigned_transcript_1892
gene=AMD2	unassigned_transcript_1223
gene=CCT3	unassigned_transcript_3353
gene=DLT1	unassigned_transcript_4750
gene=ATP17	unassigned_transcript_1374
gene=YPT11	unassigned_transcript_4998
gene=YMR155W	unassigned_transcript_4778
gene=HXT13	unassigned_transcript_1543
gene=MSK1	unassigned_transcript_5225
gene=YMR085W	unassigned_transcript_4702
gene=MOG1	unassigned_transcript_3447
gene=AIR2	unassigned_transcript_797
gene=SGF11	unassigned_transcript_6217
gene=YNCG0031W	unassigned_transcript_2406
gene=YNCG0031W	gene=YNCK0003W
gene=YNCG0031W	unassigned_transcript_3565
gene=YNCG0031W	gene=YNCP0019W
gene=YNCG0031W	unassigned_transcript_6403
gene=HTD2	unassigned_transcript_2733
gene=CDC28	unassigned_transcript_391
gene=BMT5	unassigned_transcript_2990
gene=NAM7	unassigned_transcript_4697
gene=SWT21	unassigned_transcript_5113
gene=YPR096C	unassigned_transcript_6358
gene=NTG1	unassigned_transcript_57
gene=MAK16	unassigned_transcript_47
gene=HUL4	unassigned_transcript_3406
gene=HUA1	unassigned_transcript_2570
gene=PXP2	unassigned_transcript_3486
gene=YMR114C	unassigned_transcript_4735
gene=YPT35	unassigned_transcript_2774
gene=PRK1	unassigned_transcript_2992
gene=AKR1	unassigned_transcript_1253
gene=NUT1	unassigned_transcript_2115
gene=SEC9	unassigned_transcript_2279
gene=CSL4	unassigned_transcript_5072
gene=YOR292C	unassigned_transcript_5867
gene=PEX1	unassigned_transcript_3564
gene=PCD1	unassigned_transcript_4096
gene=NPP2	unassigned_transcript_1605
gene=SEO1	unassigned_transcript_3
gene=YCR095W-A	unassigned_transcript_712
gene=RKI1	unassigned_transcript_5667
gene=RCN1	unassigned_transcript_3604
gene=GPI14	unassigned_transcript_3384
gene=CHL1	unassigned_transcript_6254
gene=RPN7	unassigned_transcript_6370
gene=YPL088W	unassigned_transcript_6173
gene=SUE1	unassigned_transcript_6417
gene=PRI2	unassigned_transcript_3720
gene=YNL035C	unassigned_transcript_5270
gene=HMF1	unassigned_transcript_1693
gene=FMT1	unassigned_transcript_205
gene=KTR7	unassigned_transcript_3003
gene=ENT1	unassigned_transcript_808
gene=YHR054C	unassigned_transcript_2718
gene=FAS1	unassigned_transcript_3582
gene=MAG2	unassigned_transcript_4417
gene=MIN3	unassigned_transcript_4810
gene=YNCO0021C	unassigned_transcript_5748
gene=VMA7	unassigned_transcript_2290
gene=TDH2	unassigned_transcript_3379
gene=SRL2	unassigned_transcript_4025
gene=KAP120	unassigned_transcript_6135
gene=THR4	unassigned_transcript_675
gene=ECM15	unassigned_transcript_221
gene=CCS1	unassigned_transcript_4648
gene=RAD55	unassigned_transcript_1049
gene=YLR179C	unassigned_transcript_4157
gene=MRPL37	unassigned_transcript_505
gene=ARR2	unassigned_transcript_6474
gene=IDP1	unassigned_transcript_901
gene=GFA1	unassigned_transcript_3655
gene=YNCD0026W	unassigned_transcript_1355
gene=YNCD0026W	gene=YNCG0007C
gene=YNCD0026W	unassigned_transcript_2097
gene=YNCD0026W	gene=YNCI0007C
gene=YNCD0026W	unassigned_transcript_3059
gene=TFB6	unassigned_transcript_5929
gene=UTP6	unassigned_transcript_1442
gene=CBR1	unassigned_transcript_3046
gene=MOT2	unassigned_transcript_1706
gene=CSC1	unassigned_transcript_4217
gene=INP1	unassigned_transcript_4836
gene=FEX1	unassigned_transcript_5966
gene=SUC2	unassigned_transcript_2920
gene=MSA1	unassigned_transcript_5637
gene=YLR036C	unassigned_transcript_3982
gene=SPP2	unassigned_transcript_5720
gene=DLS1	unassigned_transcript_3298
gene=EDC2	unassigned_transcript_1664
gene=MCM6	unassigned_transcript_2065
gene=EAF1	unassigned_transcript_1351
gene=FKH1	unassigned_transcript_2953
gene=SUA7	unassigned_transcript_6348
gene=RMD8	unassigned_transcript_1991
gene=NEL1	unassigned_transcript_2695
gene=YFL019C	unassigned_transcript_1903
gene=SNR83	unassigned_transcript_4811
gene=EMC1	unassigned_transcript_566
gene=YDR524C-B	unassigned_transcript_1516
gene=OAZ1	unassigned_transcript_6212
gene=AEP2	unassigned_transcript_4921
gene=RPL41B	unassigned_transcript_835
gene=PRS5	unassigned_transcript_5500
gene=ESL2	unassigned_transcript_3867
gene=YHK8	unassigned_transcript_2709
gene=GPA2	unassigned_transcript_1648
gene=YNCD0029C	unassigned_transcript_1438
gene=YNCD0029C	gene=YNCG0005W
gene=YNCD0029C	unassigned_transcript_2066
